"name","initial","imageUrl","rating","totalRatings","address","distance","phone","tags","hasWhatsApp","hasEnquiry","isTrusted","isVerified","isPopular","category","city","subcategory","pincode","timestamp"
"Phdizone","+","","4.3","323 Ratings","Church Road Anna Nagar Madurai, Madurai","","08511700439","Thesis Writing Services;Data Analysis Services",true,true,false,false,true,"Education","Hassan","Educational Consultants","573201","2025-06-27T13:50:34.028Z"
"Travancore Educational  & Charitable Trust","","","3.5","2 Ratings","- Pathanapuram Road Elamannur, Pathanamthitta","","08971534790","Education Consultants;Overseas Education Consultants",true,true,false,false,false,"Education","Hassan","Educational Consultants","573201","2025-06-27T13:50:34.028Z"
"GCVRT EDUCATIONAL COUNCIL","","","4.9","57 Ratings","State Bank Colony Thirupapuliyur, Cuddalore","","09972949505","Education Consultants;Paramedical Institutes",true,true,false,false,true,"Education","Hassan","Educational Consultants","573201","2025-06-27T13:50:34.028Z"
"International Academy Of Science Engineering and Technology","+","","4.4","175 Ratings","City Park Layout Egattur, Chennai","","08197107344","Education Consultants;Online Shopping Websites",true,true,false,false,true,"Education","Hassan","Educational Consultants","573201","2025-06-27T13:50:34.028Z"
"Impact Journals","+","","4.1","83 Ratings","Anandhapuram Tambaram East, Chennai","","","Engineering Project Consultants;Online Shopping Websites",true,true,false,false,true,"Education","Hassan","Educational Consultants","573201","2025-06-27T13:50:34.028Z"
"Ideazone Project Centre","+","","4.8","221 Ratings","1st Street Tiruvottiyur, Chennai","","07411830928","School Project Model Dealers;Institutes",true,true,false,false,true,"Education","Hassan","Educational Consultants","573201","2025-06-27T13:50:34.028Z"
"Life Abroad Consultancy Pte. Ltd.","+","","4.0","113 Ratings","Maharaja Nagar Maharaja Nagar, Tirunelveli","","","Overseas Placement",true,true,false,false,true,"Education","Hassan","Educational Consultants","573201","2025-06-27T13:50:34.029Z"
"Hanvika Edu Consultancy","+","","5.0","30 Ratings","Opposite RR Durbar Road Labbipet, Vijayawada","","08128884016","Overseas Education Consultants;Education Consultants",true,true,false,false,true,"Education","Hassan","Educational Consultants","573201","2025-06-27T13:50:34.029Z"
"Universal Consulting Services","+","","4.5","36 Ratings","Andheri West, Mumbai","","","Education Consultants;Education Consultants For MBBS",true,true,false,true,true,"Education","Hassan","Educational Consultants","573201","2025-06-27T13:50:34.029Z"
"Seven Educon","","","4.7","11 Ratings","Mahape Midc Mahape, Navi Mumbai","","09972258582","Education Consultants;Overseas Education Consultants",true,true,false,false,true,"Education","Hassan","Educational Consultants","573201","2025-06-27T13:50:34.029Z"
"Ortus College Of Nursing","+","","4.8","426 Ratings","Kalyana Mandapam Naidu Thota, Visakhapatnam","","08128829913","Colleges;B Sc Nursing Colleges",true,true,false,false,true,"Education","Hassan","Educational Consultants","573201","2025-06-27T13:50:34.029Z"
"Verma Consultancy","+","","4.6","247 Ratings","Gajanan Nagar Lokmanya Nagar, Nagpur","","07411845237","Education Consultants;Admission Consultants For MBBS",true,true,false,false,true,"Education","Hassan","Educational Consultants","573201","2025-06-27T13:50:34.029Z"
"Access Careere","+","","5.0","311 Ratings","SriNagar Srinagar, Visakhapatnam","","09035298319","Overseas Education Consultants;Education Consultants",true,true,false,false,true,"Education","Hassan","Educational Consultants","573201","2025-06-27T13:50:34.029Z"
"Balaji Education Group","+","","4.2","226 Ratings","Hiwari  Nagar Wardhaman Nagar, Nagpur","","","Education consultants",true,true,false,false,true,"Education","Hassan","Educational Consultants","573201","2025-06-27T13:50:34.030Z"
