name,initial,rating,totalRatings,address,distance,phone,tags,hasWhatsApp,hasEnquiry,isTrusted,isVerified,isPopular,category,subcategory,city,timestamp
CADD Nest Rajajinagar,+,4.6,"1,093 Ratings","2nd Stage Rajajinagar, Bangalore",,08123216159,Computer Training Institutes; Language Classes For English Conversation,true,false,false,true,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.758Z
X-workz Omkar Development Centre,+,4.8,594 Ratings,"4th Block Prakash Nagar, Bangalore",,,Computer Training Institutes; Computer Software Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.758Z
IIHT,+,4.2,3 Ratings,"Nagar Rajajinagar 1st Block, Bangalore",,,Computer Training Institutes; Tutorials,false,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.758Z
Master Mind Learning Solutions,+,4.4,108 Ratings,"Huskur Gate Electronic City, Bangalore",,09035009813,Computer Training Institutes; Tutorials,true,false,false,true,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.759Z
Vandana Computers Educational Institution,+,4.0,4 Ratings,"Thirupalya Road Hebbagodi, Bangalore",,,Adobe Photoshop Training Institutes; Computer Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.759Z
Balc CADD Malleswaram,+,4.7,313 Ratings,"18th Cross Malleswaram West, Bangalore",,08734097260,SAP Training Institutes; Computer Software Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.759Z
Gorai Technology Solutions,G,4.8,34 Ratings,"Bommanahalli, Bangalore",,,Online Training Institutes For J2EE; Computer Training Institutes,true,false,false,false,false,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.759Z
Aapto Solutions,+,4.5,173 Ratings,"Post Hessargatta Main Road, Bangalore",,,Get Your Own Trainer,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.759Z
IIHT,+,3.7,209 Ratings,"St Marks Road, Bangalore",,,Computer Training Institutes; Computer Software Training Institutes,true,false,false,false,false,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.759Z
IIHT,I,3.5,12 Ratings,"Bashyam Circle Sadashivanagar, Bangalore",,,Computer Training Institutes; Tutorials,true,false,false,false,false,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.759Z
Aapto Solutions,A,5.0,1 Ratings,"Koramangala, Bangalore",,,Computer Training Institutes; Language Classes For English Conversation,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.759Z
Basic Skillz,+,4.0,109 Ratings,"Kovil Street Shivaji Nagar, Bangalore",,,Computer Training Institutes; Tutorials,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.759Z
IIHT,I,3.8,15 Ratings,"Layout Cambridge Layout, Bangalore",,,Computer Training Institutes; Computer Software Training Institutes,false,false,false,false,false,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.759Z
CADD Nest,+,4.7,88 Ratings,"Ganganagar Rt Nagar, Bangalore",,,3D Animation Training Institutes; Computer Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.759Z
Aptech Computer Education,A,4.5,4 Ratings,"80 HRBR Layout 3rd Block, Bangalore",,,2D Animation Training Institutes; Computer Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.759Z
TECHNOGLOBE COMPUTER CLASSES - 50 PLUS CENTERS,T,5.0,1 Ratings,"Old Airport Road Marathahalli, Bangalore",,08460405370,Computer Training Institutes; Language Classes For English Conversation,true,false,false,false,false,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.759Z
Sri Sakthi Academy,+,4.8,129 Ratings,"Ramakrishnapuram Ganapathy, Coimbatore",,08971214539,Real Time Project Training In MySQL; Computer Training Institutes,true,false,false,true,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.760Z
IIHT,+,3.9,4 Ratings,"2nd Cross Belur Road Chikmagalur, Chikmagalur",,,Advanced Java Training Institutes; Computer Training Institutes,true,false,false,false,false,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.760Z
Image Creative Education Pvt Ltd,+,4.8,175 Ratings,"Bus Stand Thavakara Kannur HO, Kannur",,,Computer Training Institutes For Basic; Computer Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.760Z
G-TEC Computer Education,+,4.7,"1,737 Ratings","Caltex Junction Cannanore, Kannur",,08147859806,Computer Training Institutes; Accounting Training Institutes,true,false,false,true,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.760Z
Livewire,+,4.7,107 Ratings,"Somanur Road Karumathampatti, Coimbatore",,,Tally Training Institutes; Computer Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.760Z
Cispro Training and Placement Private Limited,+,4.9,829 Ratings,"Sriram Layout Saibaba Colony, Coimbatore",,07487862517,Adobe Photoshop Training Institutes; Computer Training Institutes,true,false,false,true,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.760Z
Nova It Park,+,4.6,59 Ratings,"Vengali Eranhikkal, Kozhikode",,,Internet Website Designers For Property; Computer Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.760Z
APLUS NDT SERVICES & CADD TRAINING CENTER,+,4.6,99 Ratings,"Street Gandhipuram Coimbatore, Coimbatore",,,Tally Training Institutes; Computer Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.760Z
Mist Software Training Institute,+,5.0,131 Ratings,"Avinashi Road Peelamedu, Coimbatore",,08511028567,Computer Training Institutes; Computer Software Training Institutes,true,false,false,true,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.760Z
New Technology,+,4.8,"3,483 Ratings","Kamarajar Road Singanallur, Coimbatore",,08460378833,Computer Repair,true,false,false,true,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.760Z
CADD WORLD,+,4.8,287 Ratings,"Mavoor Road Junction Bank Road, Kozhikode",,,Computer Training Institutes; Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.760Z
Future Point It Campus,F,5.0,1 Ratings,"Kalpakancheri Kalpakancheri, Malappuram",,,Computer Training Institutes; Language Classes For English Conversation,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.760Z
G-TEC COMPUTER EDUCATION,+,4.4,245 Ratings,"Byepass Road Palakkad Fort, Palakkad",,,Computer Training Institutes; Tally Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.760Z
Smart Computer Training Center,S,4.0,1 Ratings,"Bangarapet, Kolar",,08460460884,Language Classes For English Conversation; Computer Training Institutes,true,false,false,true,false,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.760Z
G-TEC Computer Changaramkulam,+,4.9,36 Ratings,"NH Calicut Road Changaramkulam, Malappuram",,08904606151,Computer Training Institutes; Institutes For Distance Education,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.760Z
IPCS Global,+,4.8,319 Ratings,"East Fort Jn Korath Lane, Thrissur",,,Python Training Institutes; Computer Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.760Z
Cs Computer Education Institute,C,5.0,4 Ratings,"Satyaprakash Building Kulur, Mangalore",,,Computer Training Institutes; Tally Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.760Z
IIHT,+,4.0,3 Ratings,"Rajaji Marg, Udupi",,,Hardware Networking Training Institutes; Tutorials,false,false,false,false,false,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.760Z
IIHT,+,3.0,5 Ratings,"Road Modi Circle Davangere, Davangere",,,Computer Training Institutes; Python Training Institutes,false,false,false,false,false,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.760Z
Right Soft Options,+,4.4,636 Ratings,"Banerjee Road Kaloor, Ernakulam",,09725411651,Advanced Java Training Institutes; Computer Training Institutes,true,false,false,true,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.760Z
Axl Computer Academy,+,5.0,6 Ratings,"1st Floor Chammany Tower Kaloor, Ernakulam",,,C Programming Training Institutes; Computer Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.760Z
Iiht,+,5.0,16 Ratings,"Kochi Kaloor, Ernakulam",,,Computer Hardware Training Institutes; Computer Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.760Z
Institute Of Web Technology,I,4.9,94 Ratings,"Ponnurunni Road Vyttila, Ernakulam",,,Computer Training Institutes For Web Technology; Computer Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.761Z
IIHT,+,5.0,1 Ratings,"Kadavanthara, Kochi",,,Computer Hardware Training Institutes; Computer Training Institutes,false,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.761Z
Kalvi Computer Education,+,4.0,16 Ratings,"Edamal Street Allinagaram Theni, Theni",,09054870583,Tutorials; Computer Training Institutes,true,false,false,true,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.761Z
CSC Computer Education and CSC Soft View,C,4.4,5 Ratings,"Avulkara Street Kosapet, Vellore",,09845421287,Computer Training Institutes For 3D Studio Max; Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.761Z
CADD Training Services Vellore,+,4.9,"1,806 Ratings","National Theatre Bus Stop Cmc, Vellore",,09724667797,Part Time Placement; Government Verified,true,false,false,true,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.761Z
Livewire - Katpadi,+,5.0,442 Ratings,"3rd Main Road Katpadi, Vellore",,,Institutes; Computer Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.761Z
Success Software Academy,+,5.0,415 Ratings,"Anantapur Club Subhash Road, Anantapur",,07411651402,Computer Training Institutes; ITI Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.761Z
F I Technologies,+,4.8,323 Ratings,"Jail Khana Street Mittoor, Chittoor",,,Computer Training Institutes; Colleges,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.761Z
CADD SCHOOL,+,4.9,167 Ratings,"Jail Khana Street Mittoor, Chittoor",,,Tutorials; Computer Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.761Z
The I B Ms Computers,+,4.7,30 Ratings,"Sundarayyar Street Ctr Market, Chittoor",,,Tally Training Institutes; Computer Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.761Z
The I B M Computer Education,T,5.0,3 Ratings,"Subedar Street Chittoor Ho, Chittoor",,,Computer Training Institutes; Tally Training Institutes,false,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.761Z
Velan Institute Of Education,V,5.0,4 Ratings,"Ilango Nagar Sikkandar Savadi, Madurai",,08401905335,Computer Training Institutes; Language Classes For English,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.761Z
Opz Tech,+,5.0,46 Ratings,"1st Cross Street Navalar Nagar, Madurai",,,Computer Training Institutes; Computer Software Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.761Z
Kit Computer Education (Thirumangalam),+,5.0,5 Ratings,"Nagar 2nd Street Tirumangalam, Madurai",,,Computer Training Institutes; Tally Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.761Z
Apollo Computer Education,+,5.0,27 Ratings,"SBI Bank Upstairs Kaveripakkam, Vellore",,08123775691,Computer Training Institutes; Computer Software Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.761Z
Skill Me Up,S,4.5,4 Ratings,"Semmozhi Street Kamban Nagar, Villupuram",,,Computer Training Institutes; Computer Software Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.761Z
IIHT,+,3.8,8 Ratings,"Moka Road Bellary Gandhinagar, Bellary",,,Computer Training Institutes For Basic; Computer Training Institutes,false,false,false,false,false,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.761Z
Techmind Infotech,+,4.8,187 Ratings,"Street Santhanapuram Pudhukottai, Pudukkottai",,07383693174,Computer Hardware Training Institutes; Computer Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.761Z
Prma Infotech,+,4.7,28 Ratings,"North Main Street N Main Street, Pudukkottai",,,Computer Training Institutes; Tally Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.761Z
Sarvam Technologies,S,5.0,3 Ratings,"Gandhi Nagar Trichy Main Road, Thanjavur",,,Computer Training Institutes; Tally Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.761Z
CSC Computer Education Pudukkottai,+,5.0,118 Ratings,"Road Santhanapuram Pudhukottai, Pudukkottai",,08460402859,Computer Training Institutes; Tally Training Institutes,true,false,false,true,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.761Z
Cadpoint,+,4.8,81 Ratings,"3rd Street Santhanathapuram, Pudukkottai",,08460403224,Accounting Training Institutes; Computer Training Institutes,true,false,false,true,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.761Z
Nhit Computer Training Institute,+,4.3,26 Ratings,"Floor Pudukkottai Ind Estate, Pudukkottai",,,Computer Hardware Training Institutes; Computer Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.761Z
Apollo Computerr Educations Ltd,+,4.8,183 Ratings,"3rd Street Ashok Nagar, Pudukkottai",,,C Programming Training Institutes; Computer Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.761Z
Cadpoint Engineering Solutions,+,5.0,160 Ratings,"Gandhi Gramam Post Gandhi Nagar, Neyveli",,,Colleges; Computer Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.761Z
IIHT,+,5.0,1 Ratings,"Tb Dam Road College Road, Hospet",,,Computer Training Institutes; Tutorials,false,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.761Z
Vl Technologies,+,4.6,6 Ratings,"Prakasam Road, Tirupati",,,3D Animation Training Institutes; Computer Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.761Z
Strydo Technologies Pvt Ltd,+,4.0,166 Ratings,"Gandhi Road Tirupati City, Tirupati",,,Training Centres; Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.762Z
Harsha Informatics,+,4.7,119 Ratings,"Bhavani Nagar Kt Road, Tirupati",,,Computer Training Institutes For 3D Studio Max; Computer Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.762Z
P R Computer Solutions,+,4.9,145 Ratings,"Colony Bhagya Nagar Colony, Kadapa",,07411835866,Computer Training Institutes; Language Classes For English,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.762Z
Nextgen Solutions (Main Branch),+,4.8,792 Ratings,"Office Stop Semmandalam, Cuddalore",,,Computer Hardware Training Institutes; Computer Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.762Z
IIHT,+,5.0,1 Ratings,"Beach Road Cuddalore HO, Cuddalore",,,Computer Training Institutes; MS Office Training Institutes,false,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.762Z
Iiht,+,3.0,3 Ratings,"Subbiah Street Pondicherry Ho, Pondicherry",,,Tally Training Institutes; Tutorials,true,false,false,false,false,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.762Z
CSC Computer Education,+,4.8,271 Ratings,"Road(Opp.eb Road) Devakottai Ho, Devakottai",,,Accounting Training Institutes; Computer Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.762Z
G-Tec Computer Education,+,4.6,127 Ratings,"PANAGAL STREET Kakkalur, Tiruvallur",,08128348522,Tutorials For Entrance Examination; Computer Training Institutes,true,false,false,true,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.762Z
Lbs Skill Centre,+,4.8,19 Ratings,"Thattarkonam, Kollam",,,Computer Training Institutes; Tally Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.762Z
Apollo Computer Education Limited,+,4.6,11 Ratings,"Trunk Road Poonamallee, Chennai",,07383162689,Computer Training Institutes; Tally Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.762Z
Samarth Computer Training Center,+,4.9,59 Ratings,"to Court Circle Jubilee Circle, Dharwad",,,Computer Training Institutes; Tally Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.762Z
Apollo Computer Education,+,4.5,292 Ratings,"S-2 II Floor Ambattur, Chennai",,09740159306,Computer Hardware Training Institutes; Tutorials,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.762Z
Pumo Technovation,+,4.7,328 Ratings,"Arcot Road Vadapalani, Chennai",,,IT Training Institutes; Computer Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.762Z
Greens Technologys,+,4.7,834 Ratings,"100 Feet Road Vadapalani, Chennai",,,Language Classes For English Conversation; Computer Training Institutes,true,false,false,false,true,Vocational training,Popular Computer Training Institutes For Web Technology,Mysore,2025-05-27T14:28:57.762Z
