name,initial,rating,totalRatings,address,distance,phone,tags,hasWhatsApp,hasEnquiry,isTrusted,isVerified,isPopular,category,city,timestamp
Carpentry Repairs At Door Step,C,4.8,2 Ratings,"Next to Ganapathy Temple Bogadi, Mysore",,,Carpenters; Furniture Repair & Services,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.231Z
Shamanth Furniture,+,4.0,3 Ratings,"2nd Stage Bogadi, Mysore",,,Same Day Delivery,true,true,false,false,false,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.231Z
H K G N Bed Works,+,4.2,4 Ratings,"Nagara Raod Janatha Nagar, Mysore",,,Bed Dealers; Sofa Repair & Services,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.231Z
Mysore Interiors and Handy Services,+,4.9,60 Ratings,"Yadavagiri Industrial Estate, Mysore",,08460205376,In Store Shopping; Service Guarantee; Delivery Available,true,true,false,true,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.232Z
Mysore Carpenters,M,4.8,106 Ratings,"3rd Cross Road N R Mohalla, Mysore",,,Carpenters; Furniture Dealers,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.232Z
Amrutha Cushion Work,+,5.0,3 Ratings,"Ganesh Bhandar Road Tk Layout, Mysore",,,Sofa Repair & Services; Sofa Set Repair & Services,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.232Z
Kmc Cushion Works and Furnitures,+,4.8,38 Ratings,"Pension Block Rajendranagar, Mysore",,,Same Day Delivery,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.232Z
Savitha Furniture,S,4.0,3 Ratings,"Nagar 7th Cross Tk Layout, Mysore",,,Antique Furniture Dealers; Second Hand Furniture Buyers,false,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.232Z
M N Furniture & Furnishing,+,3.0,2 Ratings,"Hospital Road Saraswathipuram, Mysore",,,Imported Furniture Dealers; Furniture Dealers,true,true,false,false,false,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.232Z
Sinchana Enterprises And Furniture,S,3.2,5 Ratings,"Mandya Melukote Road, Mandya",,,On Site Services,true,true,false,false,false,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.232Z
Wood Craft Furniture,+,5.0,38 Ratings,"Chetty Street Mandi Mohalla, Mysore",,,On Site Services,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.232Z
Royal Beddings And Cushion Works,+,4.1,5 Ratings,"Nrupatunga Road Kuvempunagar, Mysore",,,Sofa Cum Bed Dealers; Mosquito Net Dealers,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.232Z
Modern Bedding and Furnishing Works and Sarvice,+,4.6,6 Ratings,"Hospital Road Saraswathipuram, Mysore",,,Foam Mattress Manufacturers; Mattress Dealers,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.232Z
F K Cushion Works,+,4.0,7 Ratings,"Road Narasimharaja Mohalla, Mysore",,,Sofa Manufacturers; Sofa Repair & Services,true,true,false,false,false,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.232Z
Evergreen Sofas,+,4.8,33 Ratings,"Ashoka Road Mandi Mohalla, Mysore",,08511236072,Sofa Set Repair & Services; Sofa Repair & Services,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.233Z
Prabhat Furnitures,+,4.5,35 Ratings,"Irwin Road Irwin Road, Mysore",,,Computer Furniture Dealers; Furniture Dealers,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.233Z
Classic Decorative Furniture,+,4.8,43 Ratings,"Ashok Road Lashkar Mohalla, Mysore",,09606272747,Furniture Dealers; Sofa Dealers,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.233Z
Ravi Furnitures,+,3.5,1 Rating,"Kanthrajurs Road Saraswathipuram, Mysore",,,Antique Furniture Dealers; Second Hand Furniture Buyers,true,true,false,false,false,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.233Z
Madeena Furniture,+,4.6,5 Ratings,"Narayan Shasthri Road KR Mohalla, Mysore",,,Office Chair Dealers; Furniture Dealers,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.233Z
A2z Enterprises,+,5.0,"1,083 Ratings","4th Cross Udayagiri, Mysore",,08511239544,Sofa Set Repair & Services; Sofa Repair & Services,true,true,false,true,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.233Z
A K Furniture,A,2.6,3 Ratings,"No.2763/8 Halladakere, Mysore",,,Carpenters; Furniture Dealers,true,true,false,false,false,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.233Z
Indian Bedding Centre,+,3.2,3 Ratings,"Nrupathunga Road Kuvempunagar, Mysore",,,Bed Dealers; Sofa Repair & Services,true,true,false,false,false,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.233Z
Luxury Furniture,+,3.8,9 Ratings,"Sulthan Road Udayagiri, Mysore",,,Cane Furniture Dealers; Furniture Dealers,true,true,false,false,false,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.233Z
Sun Shine Enterprises,+,4.1,5 Ratings,"3rd Main Kuvempunagar, Mysore",,,Antique Furniture Dealers; Furniture Dealers,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.233Z
S F Royal Steel Furnitures,+,5.0,1 Rating,"H B Colony Kalyana Girinagar, Mysore",,,Furniture Repair & Services; Steel Furniture Repair & Services,false,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.233Z
Shiva Supplies,+,5.0,2 Ratings,"Fort Mohalla Kr Mohalla, Mysore",,,Same Day Delivery,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.233Z
Crown Furniture,+,4.4,7 Ratings,"Road Nanjumallige Circle, Mysore",,,Cane Furniture Dealers; Carpenters,true,true,false,true,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.233Z
Suhana Cushion Crafts,+,5.0,1 Rating,"Sade Road Mandi Mohalla, Mysore",,,Sofa Cushion Dealers; Sofa Repair & Services,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.233Z
Sheikhs Furnitures,S,4.9,5 Ratings,"No 109 Kalyana Girinagar, Mysore",,08511313235,Furniture Dealers; Sofa Repair & Services,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.233Z
Hkgn Furniture Works Manufacture,+,4.6,5 Ratings,"Basaveshwara Road Chamundi Extn, Mysore",,,Furniture Repair & Services; Furniture Wholesalers,true,true,false,false,false,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.233Z
Subhaniya Furnitures,+,4.9,3 Ratings,"Rajkumar Road Kalyana Girinagar, Mysore",,,Sofa Set Repair & Services; Sofa Repair & Services,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.233Z
At Chusion Work,A,5.0,1 Rating,"Old Old MC Road Mandya, Mandya",,,Furniture Repair & Services; Sofa Set Manufacturers,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.233Z
Madani Bed House,+,4.3,3 Ratings,"Manandavadi Road, Mysore",,,Air Bed Dealers; Mosquito Net Dealers,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.233Z
Excellent Sofas,+,5.0,21 Ratings,"10th Cross Jp Nagar Stage 2, Mysore",,08511514707,Sofa Set Repair & Services; Sofa Repair & Services,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.234Z
Chamundeshwari Cushion Works,C,2.9,6 Ratings,"Marga Main Road Siddarthanagar, Mysore",,,Furniture Repair & Services; Sofa Repair & Services,false,true,false,false,false,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.234Z
Royal Livings,+,5.0,273 Ratings,"Akkamahadevi Road Jp Nagar, Mysore",,,Furniture Dealers; Sofa Dealers,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.234Z
Hindustan Bedding House,+,5.0,1 Rating,"Vinay Marg Siddarthanagar, Mysore",,,Mattress Dealers; Sofa Dealers,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.234Z
F S New Bed,+,5.0,2 Ratings,"Bannur Road Yaraganahalli, Mysore",,,Folding Bed Dealers; Sofa Repair & Services,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.234Z
Mahatma Furnitures,+,4.4,144 Ratings,"Ashok Nagar Ashok Nagar Mandya, Mandya",,,Delivery Available; Same Day Delivery,true,true,false,true,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.234Z
Mangalore Furniture,M,3.0,1 Rating,"Shri Ram Pete Main Road, Puttur",,,Furniture Repair & Services,true,true,false,false,false,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.234Z
Cauvery Bedding,+,5.0,1 Rating,"100 Feet Road Gandhinagar, Mandya",,,Outdoor Furniture Repair & Services; Furniture Dealers,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.234Z
Royal Couch Furniture,+,4.9,302 Ratings,"Layout 3rd Stage Alanahalli, Mysore",,07383173215,Parking Available; Same Day Delivery; Service Guarantee,true,true,false,true,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.234Z
Vani Shamiyana Centre,+,4.0,1 Rating,"Shivapura Maddur Mandya, Mandya",,,Furniture Dealers; Furniture Repair & Services,true,true,false,false,false,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.234Z
SZ Hardware And Polish Centre,S,4.8,3 Ratings,"Post BH Road Bh Road, Tumkur",,,Plywood Door Dealers,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.234Z
A M Furniture,+,3.5,7 Ratings,"Mandipet Mainroad Mandipet, Tumkur",,,Furniture Dealers; Second Hand Furniture Dealers,true,true,false,false,false,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.234Z
Sri Raghavendra Furniture & Cane,+,4.3,6 Ratings,"Kunigal Main Road Tumkur Ho, Tumkur",,,Cane Furniture Dealers; Furniture Dealers,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.234Z
Unique Office Chairs Service,+,4.9,222 Ratings,"Ward No 18 MG Road Tumkur, Tumkur",,,Office Chair Repair & Services; Security Services,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.234Z
Vs Enterprises,+,5.0,3 Ratings,"MG ROAD MG Road Tumkur, Tumkur",,,Furniture Dealers; Sofa Dealers,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.234Z
Timberd,+,4.7,8 Ratings,"Bengaluru Honnavar Road Bh Road, Tumkur",,,Carpenters; Bedroom Furniture Manufacturers,false,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.234Z
Riyaz Furniture Works,+,5.0,1 Rating,"3rd Main Wadi E Huda, Shimoga",,,Carpenters; Furniture Repair & Services,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.234Z
Star Future Dreams Group,+,4.7,7 Ratings,"Main Road Bc Road, Mangalore",,,Second Hand Furniture Dealers; Sofa Dealers,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.234Z
Bombay Furniture,+,4.6,26 Ratings,"100 Feet Road Gajanur Shimoga, Shimoga",,,Designer Furniture Dealers; Furniture Dealers,true,true,false,true,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.234Z
Bombay Furniture,+,4.6,26 Ratings,"Ilyaz Nagar Main Road Mandli, Shimoga",,,Furniture Dealers; Furniture Manufacturers,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.235Z
Comfort Cushion Works,C,2.5,2 Ratings,"Ot Road Kr Puram Shimoga, Shimoga",,,Sofa Set Repair & Services; Furniture Repair & Services,true,true,false,false,false,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.235Z
Suresh Wooden Works,+,5.0,2 Ratings,"1st Cross Rml Nagar, Shimoga",,,Office Furniture Repair & Services; Carpenters,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.235Z
National Furnitures,+,4.2,14 Ratings,"M Vishveshwaraiah Road Durgigudi, Shimoga",,,Beauty Parlour Furniture Dealers; Furniture Dealers,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.235Z
Home sofa Interior works,+,5.0,1 Rating,"Road RML Achutha Rao Layout, Shimoga",,,Sofa Repair & Services At Door Step; Furniture Dealers,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.235Z
New Karnataka Bed Centre,+,4.5,2 Ratings,"Main Road Gopala Extension, Shimoga",,,Bed Dealers; Furniture Repair & Services,true,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.235Z
Star Cushion Works,S,4.3,3 Ratings,"Moodbidri, Moodbidri",,,Furniture Repair & Services,true,true,false,false,false,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.235Z
National Furniture,N,4.0,1 Rating,"Samruddi Apartment Moodbidri, Moodbidri",,,Furniture Dealers; Bed Dealers,true,true,false,false,false,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.235Z
I-Tech Furnitures,I,5.0,1 Rating,"100 Feet Road Tilaknagar Shimoga, Shimoga",,,Steel Furniture Repair & Services; Furniture Repair & Services,false,true,false,false,true,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.235Z
Manha Bed Center,M,4.0,2 Ratings,"Manjeshwar Manjeshwar, Kasaragod",,,Carpenters; Furniture Repair & Services,false,true,false,false,false,Furniture Repair & Services,Hassan,2025-05-26T12:36:30.235Z
