name,initial,rating,totalRatings,address,distance,phone,tags,hasWhatsApp,hasEnquiry,isTrusted,isVerified,isPopular,category,city,timestamp
DTDC Express Ltd,+,3.8,149 Ratings,"Bm Road, Hassan",,,Door to Door,false,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.129Z
The Professional Couriers,+,3.8,102 Ratings,"SAC College Road Channarayapatna, Hassan",,,Corporate Courier; Ecommerce Courier; International Courier,true,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.129Z
Xpressbees Courier,X,2.7,123 Ratings,"Channapatna Extension, Hassan",,,Domestic Courier,true,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.129Z
VRL Logistics Ltd,+,3.8,72 Ratings,"B H Road Arsikere, Hassan",,,Cargo Service; Domestic Courier; International Courier,true,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.129Z
Post Office,+,3.6,75 Ratings,"Arsikere, Hassan",,,Speed Post,false,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.129Z
Delhivery Pvt Ltd,+,2.8,92 Ratings,"Panduranga Temple Road Bm Road, Hassan",,,Domestic Courier,true,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.130Z
VRL Logistics Ltd.,+,4.1,62 Ratings,"Hassan Main Road Channarayapatna, Hassan",,,Cargo Service; Domestic Courier; International Courier,true,true,false,false,true,Courier Services,Hassan,2025-05-26T12:26:26.130Z
Blue Dart Express,+,3.9,65 Ratings,"Ring Road Rangoli Halla, Hassan",,,Bulk Courier; Commercial Courier; Corporate Courier,false,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.130Z
Post Office,P,3.3,67 Ratings,"Old Bus Stand Road Rangoli Halla, Hassan",,,Speed Post,false,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.130Z
Post Office,P,3.1,69 Ratings,"Old Bus Stand Road Hadige, Hassan",,,Speed Post,false,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.130Z
The Professional Couriers,+,3.5,55 Ratings,"B M Road Sakleshpur, Sakleshpur",,,International Courier; Domestic Courier; Corporate Courier,true,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.130Z
Blue Dart Express,+,3.6,52 Ratings,"Sampige Road Channarayapatna, Hassan",,,Bulk Courier; Commercial Courier; Corporate Courier,false,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.130Z
Ekart Logistics,+,3.8,43 Ratings,"Muslims Street Arkalgud, Hassan",,,Transporters; Courier Services,false,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.130Z
The Professional Couriers,+,4.8,33 Ratings,"Temple Road Temple Road, Belur",,,International Courier; Domestic Courier,true,true,false,false,true,Courier Services,Hassan,2025-05-26T12:26:26.130Z
Divya Enterprises,+,4.3,35 Ratings,"Racecourse Road Bm Road, Hassan",,,Bulk Courier; Domestic Courier,true,true,false,false,true,Courier Services,Hassan,2025-05-26T12:26:26.130Z
DTDC EXPRESS LTD,+,4.0,37 Ratings,"BM Road Bm Road, Hassan",,,Door to Door,true,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.130Z
First Flight Couriers Ltd,F,3.2,44 Ratings,"Bm Road, Hassan",,,Door to Door,false,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.130Z
The Professional Couriers,+,3.7,36 Ratings,"Peta Main Road Holenarsipur, Hassan",,,International Courier; Domestic Courier; Corporate Courier,true,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.130Z
Blue Dart Express,+,3.5,36 Ratings,"Pete Main Road Holenarsipur, Hassan",,,Bulk Courier; International Courier; Domestic Courier,false,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.130Z
Gati Kwe Ltd,G,3.3,37 Ratings,"13th Cross Channapatna Extension, Hassan",,,Cargo Service; Domestic Courier; International Courier,true,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.130Z
Instakart Services Pvt Ltd,I,4.2,29 Ratings,"Bm Road, Hassan",,,Domestic Courier; Bulk Courier; Corporate Courier,false,true,false,false,true,Courier Services,Hassan,2025-05-26T12:26:26.130Z
Mg agencies,+,4.8,23 Ratings,"Kr Circle Channarayapatna, Hassan",,,Domestic Courier,true,true,false,false,true,Courier Services,Hassan,2025-05-26T12:26:26.130Z
The Professional Couriers,+,3.7,28 Ratings,"Junior College Road Arkalgud, Hassan",,,International Courier; Domestic Courier,true,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.130Z
VRL Logistics Ltd,V,3.6,26 Ratings,"Old Market Street Sakleshpur, Sakleshpur",,,International Courier; Domestic Courier,true,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.130Z
DTDC Express Ltd,+,4.1,19 Ratings,"S P Road Sakleshpur, Sakleshpur",,,Door to Door,true,true,false,false,true,Courier Services,Hassan,2025-05-26T12:26:26.130Z
Ecom Express,+,3.1,25 Ratings,"Devangru Beedi Belluru, Hassan",,,Door to Door,true,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.130Z
Trackon Couriers Pvt Ltd,T,3.1,25 Ratings,"Kasturba Road Aralepet, Hassan",,,Door to Door,true,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.130Z
GMS Express Pvt Ltd,G,4.1,18 Ratings,"Shankarmutt Road-Kr Puram Hassan, Hassan",,,Corporate Courier; International Courier; Cargo Service,true,true,false,false,true,Courier Services,Hassan,2025-05-26T12:26:26.130Z
Ecom Express,+,2.7,27 Ratings,"Arsikere-hassan Highway Arsikere, Hassan",,,Door to Door,false,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.130Z
St. Courier,+,3.3,22 Ratings,"Mutt Road Shankar Mutt Road, Hassan",,,International Courier; Domestic Courier; Bulk Courier,true,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.130Z
TCL Express Ltd,+,3.3,21 Ratings,"Mahalakshmi Layout Bm Road, Hassan",,,Domestic Courier; International Courier,true,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.131Z
GMS WORLDWIDE EXPRESS PVT LTD,G,2.9,20 Ratings,"Bb.M Road SJP Road, Hassan",,,Bulk Courier; Corporate Courier; Domestic Courier,true,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.131Z
Blue Dart Express,+,2.6,22 Ratings,"Library Road Arkalgud, Hassan",,,Bulk Courier; International Courier; Domestic Courier,false,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.131Z
Prasad,P,4.4,13 Ratings,"Goods Shed Road Arsikere, Hassan",,,Bulk Courier; Corporate Courier; Domestic Courier,true,true,false,false,true,Courier Services,Hassan,2025-05-26T12:26:26.131Z
Standard Overnight,S,3.0,19 Ratings,"Kuvempu Nagar Kuvempu Nagar, Hassan",,,Bulk Courier; International Courier; Domestic Courier,true,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.131Z
Blue Dart Express,+,3.3,17 Ratings,"2nd Cross Arsikere, Hassan",,,International Courier; Domestic Courier; Bulk Courier,false,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.131Z
Jaideep Air Couriers & Cargo Pvt Ltd,J,3.4,16 Ratings,"B M Road Hemavathinagar, Hassan",,,Cargo Service; Domestic Courier; Air Courier,false,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.131Z
Shopadded International Logistic,+,4.3,12 Ratings,"Sainatha Road Arsikere, Hassan",,,International Courier; Domestic Courier; Corporate Courier,true,true,false,false,true,Courier Services,Hassan,2025-05-26T12:26:26.131Z
DTDC Express Ltd,+,4.1,12 Ratings,"BH Road Banavara, Hassan",,,Door to Door,false,true,false,false,true,Courier Services,Hassan,2025-05-26T12:26:26.131Z
Gms Couriers,G,3.9,12 Ratings,"B H Road ArisKare Arsikere, Hassan",,,Ecommerce Courier; Domestic Courier; Bulk Courier,true,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.131Z
Gati Kwe,+,2.5,18 Ratings,"Channapatna Extension, Hassan",,,Cargo Service; Domestic Courier; Bulk Courier,true,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.131Z
Insta Courier & Cargo Service,I,4.9,9 Ratings,"BH Road Arsikere, Hassan",,,Domestic Courier; Bulk Courier; International Courier,true,true,false,false,true,Courier Services,Hassan,2025-05-26T12:26:26.131Z
Delhivery Pvt Ltd,+,4.3,9 Ratings,"Channarayapatna, Hassan",,,Ecommerce Courier; International Courier; Domestic Courier,false,true,false,false,true,Courier Services,Hassan,2025-05-26T12:26:26.131Z
Ecom Express Pvt Ltd,E,2.9,12 Ratings,"Belur Mangalore Villupuram Road, Belur",,,Domestic Courier; Bulk Courier; Corporate Courier,true,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.131Z
Ecom Express,+,3.6,9 Ratings,"Channarayapatna, Hassan",,,International Courier; Domestic Courier; Bulk Courier,true,true,false,false,true,Courier Services,Hassan,2025-05-26T12:26:26.131Z
Blue Dart Express Ltd,B,4.6,7 Ratings,"Dasarakoppalu, Hassan",,,International Courier; Domestic Courier; Corporate Courier,false,true,false,false,true,Courier Services,Hassan,2025-05-26T12:26:26.131Z
Domestic & International Courier Service,+,4.5,7 Ratings,"2nd Stage Kuvempu Nagar, Hassan",,,Domestic Courier; Bulk Courier; Corporate Courier,true,true,false,false,true,Courier Services,Hassan,2025-05-26T12:26:26.131Z
Maa Ambe Traders,M,5.0,6 Ratings,"Tippu Nagar Arsikere, Hassan",,,Ecommerce Courier; Domestic Courier; Bulk Courier,true,true,false,false,true,Courier Services,Hassan,2025-05-26T12:26:26.131Z
DTDC Express Ltd,+,3.3,8 Ratings,"Pete Main Road Holenarsipur, Hassan",,,Door to Door,false,true,false,false,false,Courier Services,Hassan,2025-05-26T12:26:26.131Z
DRL Logistics,D,3.7,7 Ratings,"Sainatha St Arsikere, Hassan",,,Transporters; Courier Services,true,true,false,true,false,Courier Services,Hassan,2025-05-26T12:26:26.131Z
