name,initial,rating,totalRatings,address,distance,phone,tags,hasWhatsApp,hasEnquiry,isTrusted,isVerified,isPopular,category,city,timestamp
Sainik Suvidha Kendra,+,5.0,30 Ratings,"Rewa Road Satna Semaria Chowk, Satna",,07487086867,,true,false,false,false,true,Registration Consultants,Hassan,2025-05-26T12:56:25.098Z
TRUVISER SERVICES,+,4.5,163 Ratings,"Hazira Road Tansen Nagar, Gwalior",,,GST Return; TDS Return; Income Tax Return,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.098Z
Arpit Gupta & Co,+,4.1,156 Ratings,"Westend Marg Saket, Delhi",,,,true,false,false,false,true,Registration Consultants,Hassan,2025-05-26T12:56:25.098Z
Bhabhya & Bhairavi Associates Private Limited,+,,,"Futta Road Meet Nagar, Delhi",,06366951673,Personal Security Guard; Public Limited Company Registration; Licence,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.098Z
Advaitha Financial Services,+,4.9,44 Ratings,"Northern Extension Rangoli Halla, Hassan",,,Business Loans; Personal Loans,true,false,false,true,true,Registration Consultants,Hassan,2025-05-26T12:56:25.098Z
SS Nagesh Autolinks & Consultant,S,5.0,2 Ratings,"Bm Road Channarayapatna, Hassan",,,Motor Training,false,false,false,false,true,Registration Consultants,Hassan,2025-05-26T12:56:25.098Z
Gk Enterprises,G,5.0,2 Ratings,"Bm Road Kuvempu Nagar, Hassan",,,Property Registration Consultants; Company Registration Consultants,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.098Z
Sri Keishna Chaya Enterprises,S,4.5,2 Ratings,"Sri Krishna Nagar, Hassan",,,Typing Services; Registration Consultants,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.098Z
Adv. Devaraj. K. B.,+,,,"to Hdfc Bank Adarsha Nagara, Chikmagalur",,09980241468,Lawyers For Accident Claims; Lawyers,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.098Z
Pars Traders & Consultants,P,3.8,14 Ratings,"Harangi Road Kushalnagar, Coorg",,,Earthmovers On Rent-JCB; Villas On Rent,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.098Z
Mahadeva Swamy T N,+,,,"Srirama Extension Tarikere, Chikmagalur",,,Lawyers; Civil Lawyers,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.099Z
AJR Associates,A,3.6,8 Ratings,"KRS Road Hootagalli, Mysore",,,GST Return; TDS Return; Income Tax Return,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.099Z
Hombale Real Estate And Construction,+,4.4,58 Ratings,"2nd Phase Vijaynagar 4th Stage, Mysore",,08511371686,Estate Agents For Bungalow; Estate Agents For Residential Rental,true,false,false,true,false,Registration Consultants,Hassan,2025-05-26T12:56:25.099Z
SHREE LAKSHMI CONSTRUCTIONS & CONSULTANTS,+,4.6,31 Ratings,"2nd Phase Vijaynagar 4th Stage, Mysore",,07041311294,Residential; Building,true,false,true,true,true,Registration Consultants,Hassan,2025-05-26T12:56:25.099Z
Ashok Samrat Real Estate (Ni),+,4.4,8 Ratings,"Cross 2nd Vijaynagar 4th Stage, Mysore",,,Estate Agents For Bungalow; Estate Agents For Residential Rental,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.099Z
Perfect Professionals,P,3.5,11 Ratings,"9th Cross Gokulam 3rd Stage, Mysore",,,Accounting,false,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.099Z
Mr Raj,+,4.8,4 Ratings,"Street Vijaynagar Mysore, Mysore",,,Estate Agents For Commercial Rental; Estate Agents For Residential Rental,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.099Z
SRI Eshwari Associates,S,4.0,3 Ratings,"ROAD Vijaynagar 3rd Stage, Mysore",,,GST Return; NRI ITR Filing; TDS Return,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.099Z
Dinesh & Co,D,5.0,1 Rating,"KRS Main Road Gokulam 3rd Stage, Mysore",,,ITR Filing; Income Tax Return; TDS Return,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.099Z
Sree Mookambika Project and Financial Consultants Pvt Ltd,+,,,"7th Main Jayalakshmipuram, Mysore",,08511950280,Licence; GST Return; TDS Return,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.099Z
NJS Tax And HR Consultants,N,4.0,3 Ratings,"Kalidasa Road Vv Mohalla, Mysore",,08511830455,GST Return; TDS Return; Income Tax Return,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.099Z
NJS Tax And HR Consultants,N,4.5,12 Ratings,"Kalidasa Road Jayalakshmipuram, Mysore",,,GST Return; TDS Return; Income Tax Return,true,false,false,false,true,Registration Consultants,Hassan,2025-05-26T12:56:25.099Z
E Y & Associates,+,3.9,8 Ratings,"Valmiki Road Vv Mohalla, Mysore",,,GST Return; TDS Return; Income Tax Return,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.099Z
Food License Fssai Registration Consultants,F,4.2,5 Ratings,,,,Food Safety License Consultants; Fssai Registration Consultants,true,false,false,false,true,Registration Consultants,Hassan,2025-05-26T12:56:25.099Z
Sri Krishna Associates,+,3.3,10 Ratings,"5th Cross Saraswathipuram, Mysore",,,Accounting; GST Return; TDS Return,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.099Z
Sri Mahalakshmi Real Estate and Construction,S,4.8,6 Ratings,"Ring Road Rajarajeshwari Nagar, Mysore",,,Estate Agents For Residential Rental; Real Estate Agents,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.099Z
Shiva Das And Co.(N.I),S,5.0,2 Ratings,"Rammanna Street Devaraja Mohalla, Mysore",,,GST Return; TDS Return; Income Tax Return,false,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.100Z
Stamp Vender,S,5.0,2 Ratings,"Margroad Gubbi, Tumkur",,,Registration Consultants,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.100Z
Chandra Associates,+,3.3,6 Ratings,"Subbaiah Road Chamaraja Mohalla, Mysore",,,Industrial; Building,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.100Z
Akshaya Properties,A,4.0,1 Rating,"Bullet Showroom Kuvempunagar, Mysore",,,Estate Agents For Residential Rental; Real Estate Agents,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.100Z
Trin Trin Registration Centre,T,4.1,65 Ratings,"Dr Br Ambedkar Road Lakshmipuram, Mysore",,,Registration Consultants,false,false,false,false,true,Registration Consultants,Hassan,2025-05-26T12:56:25.100Z
S S Properties,S,,,"Patil Complex Agrahara, Mysore",,,Car Loans; Personal Loans,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.100Z
Vidyaranya Consultancy Services Pvt Ltd,V,4.0,2 Ratings,"Mysore Ramanuja Road, Mysore",,,GST Return; TDS Return; Income Tax Return,true,false,false,true,false,Registration Consultants,Hassan,2025-05-26T12:56:25.100Z
C& C Associates Auditor and Tax Consultants,C,4.9,40 Ratings,"Chamundeshwari Nagar Mandya, Mandya",,,GST Return; TDS Return; Income Tax Return,true,false,false,false,true,Registration Consultants,Hassan,2025-05-26T12:56:25.100Z
Brunda Associates Mysore & Banglore,B,,,"No 212 Ground Floor J P Nagar, Mysore",,,GST Return; TDS Return; Income Tax Return,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.100Z
BTB & CO.,+,4.3,7 Ratings,"Railway Station Road SS Puram, Tumkur",,,Licence; GST Return; TDS Return,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.100Z
Narasimha Developers,+,4.1,24 Ratings,"Puram Main Road SS Puram, Tumkur",,08128946074,,true,false,false,false,true,Registration Consultants,Hassan,2025-05-26T12:56:25.100Z
Sri Balaji Properties,S,4.0,2 Ratings,"Matru Chaya Rajendra Nagar, Shimoga",,,Real Estate Agents; Estate Agents For Residential Rental,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.100Z
Biju K V & Biji N V,B,3.4,7 Ratings,"Mattannur Iritty Road Mattannur, Kannur",,,Registration Consultants; CST Registration Consultants,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.100Z
M2 ASSOCIATES,+,4.8,14 Ratings,"Mathamangalam, Kannur",,,Advisory; GST Return; TDS Return,true,false,false,false,true,Registration Consultants,Hassan,2025-05-26T12:56:25.100Z
Brahmari Associates,B,5.0,4 Ratings,"Jarigekatte Circle Mundkur, Udupi",,,GST Return; TDS Return; Income Tax Return,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.100Z
Taxxmate Tax & Management Consultant,T,4.8,13 Ratings,"Chervathur, Kasaragod",,,Tax Consultants; Accounting Services,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.100Z
Happy To Helps You,H,5.0,1 Rating,"Pazhassi Raja Nagar Mattannur, Kannur",,,Registration Consultants; Tutorials,true,false,false,false,true,Registration Consultants,Hassan,2025-05-26T12:56:25.100Z
Kndc and Associates LLP,K,4.7,37 Ratings,"GHS Road Hampankatta, Mangalore",,,Licence; GST Return; TDS Return,true,false,false,true,false,Registration Consultants,Hassan,2025-05-26T12:56:25.100Z
SKYWINGS TRAVELS AND SERVICES,+,,,"-Old Bunder State Bank Road, Mangalore",,09035037144,Name Change; Licence; PAN Card,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.101Z
Gendesk Solutions LLP,G,5.0,1 Rating,"Trikaripur Trikarpur, Kasaragod",,,Affidavit Consultants; Online Passport Agents,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.101Z
Muhammad And Associates Chartered Accountants,M,4.9,48 Ratings,"Near Keloth Juma Masjid payyanur, Kannur",,,GST Return; TDS Return; Income Tax Return,true,false,false,false,true,Registration Consultants,Hassan,2025-05-26T12:56:25.101Z
Shreeshaila Mallikarjuna Computers,S,3.6,35 Ratings,"Nyamthi, Davangere",,,Typing Services; Real Estate Agents,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.101Z
Manju Consultancy,+,3.5,12 Ratings,"Road Chitradurga Fort, Chitradurga",,,Licence; GST Return; TDS Return,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.101Z
Nature's Temple Homes,N,5.0,1 Rating,"Bappanadu Mulky, Mangalore",,,Estate Agents For Residential Rental; Real Estate Agents,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.101Z
Benchmark Business Solutions,+,,,"Road Civil Station Kannur, Kannur",,,Licence,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.102Z
Vanaja Services,V,5.0,4 Ratings,"Kengeri Kumbalgodu, Bangalore",,,GST Return; TDS Return; Income Tax Return,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.103Z
Sri Devi Durga Links,S,4.5,4 Ratings,"Amasebail Road Siddapura, Udupi",,,Corporate Companies; Registration Consultants,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.103Z
Woodrock Projects,+,5.0,2 Ratings,"Sannidhan Road Kannur HO, Kannur",,,Property Consultants; Real Estate Agents,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.103Z
Dattatreya Consultancy,D,3.5,2 Ratings,"Nagar Vishweshwaraiah Layout, Bangalore",,,Verification For Documents,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.103Z
Sri Ranga Enterprises,S,5.0,4 Ratings,"No.6/2 Sln Complex Kengeri, Bangalore",,,Property Registration Consultants; Registration Consultants,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.103Z
Sumukha Management Consultants,S,4.3,3 Ratings,"18th Cross Road Gnanabharathi, Bangalore",,,GST Registration Consultants; Tax Consultants,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.104Z
Startwala,S,4.7,3 Ratings,"3rd Main Road Global Village, Bangalore",,,Accounting; GST Return; TDS Return,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.104Z
Cs Lukman Sadhik,C,4.6,8 Ratings,"KARINCHERY Madakkimala, Wayanad",,,Llp Registration Consultants; Business Management Consultants,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.104Z
Expeditious Associates,+,5.0,6 Ratings,"College Main Road Chikbanavara, Bangalore",,,Licence; Advisory; Investment Advisory,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.104Z
Sampreeth Associates,S,5.0,1 Rating,"Gundibail Ambagilu, Udupi",,,GST Return; NRI ITR Filing; TDS Return,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.104Z
Rajaram And Company,R,3.4,8 Ratings,"11th Block Nagarbhavi 2nd Stage, Bangalore",,,Licence; Accounting; GST Return,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.104Z
Mr Bettegowda,+,3.7,19 Ratings,"BDA Complex . Nagarbhavi, Bangalore",,,Public Notary,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.104Z
Rajiv Vinayak And Co,R,5.0,1 Rating,"Main Road Sunkadakatte, Bangalore",,,GST Return; TDS Return; Income Tax Return,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.104Z
SK Enterprises,S,4.5,1 Rating,"T Dasarahalli, Bangalore",,,ITR Filing,false,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.104Z
Nithya Hs & Co,+,4.8,43 Ratings,"560058 Peenya 3rd Stage, Bangalore",,,Accounting; GST Return; TDS For NRI,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.104Z
Rrg and Associates,R,4.7,7 Ratings,"S Ramesh Road T Dasarahalli, Bangalore",,,Wheel Chair Accessible Entrance And Exit; Accounting; GST Return,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.104Z
Taxcube Auditors And Tax Practitioners,T,4.8,10 Ratings,"No.40A Hill Tower Kalpetta, Wayanad",,,Accounting; GST Return; NRI ITR Filing,true,false,false,false,true,Registration Consultants,Hassan,2025-05-26T12:56:25.104Z
Nutan C K and Associates,+,4.7,6 Ratings,"Prashant Nagar, Bangalore",,,Accounting; GST Return; NRI ITR Filing,true,false,false,false,true,Registration Consultants,Hassan,2025-05-26T12:56:25.104Z
Yeusher Business Consultants,Y,4.0,2 Ratings,"Mahalakshmi Layout Chord Road, Bangalore",,,GST Return; TDS Return; Income Tax Return,false,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.104Z
Prasanna Kumar C And Co,P,5.0,4 Ratings,"RPC Layout Vijayanagar, Bangalore",,,Tax Consultants; GST Registration Consultants,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.104Z
Sankya Associates Pvt Ltd,+,5.0,1 Rating,"7th Block Banashankari 3rd Stage, Bangalore",,,Accounting,true,false,false,false,true,Registration Consultants,Hassan,2025-05-26T12:56:25.104Z
Bvs Real Estate And Land Developers And Builders,+,,,"2nd Stage Bm Road, Hassan",,,Estate Agents For Land; Real Estate Agents,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.104Z
Goyal & Associates,G,,,"14 Main Market Hagare, Hassan",,,Registration Consultants,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.104Z
Shivanna Real Estes,+,,,"Near Matha College Vivekanagara, Hassan",,,Real Estate Agents; Estate Agents For Residential Rental,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.105Z
Auditor & Tax Consultants,A,,,"Road Jyothinagar Chikmagalur, Chikmagalur",,,GST Return; TDS Return; Income Tax Return,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.105Z
Ashraya Consultancy,A,,,"Jyothi Nagar Chikmagalur, Chikmagalur",,,Business Consultants; Registration Consultants,false,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.105Z
Vijay & Associates,V,,,"1 Main Market, Chikmagalur",,,Registration Consultants,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.105Z
Mohan & Mohan Legal & Tax Consultant,M,,,"IB Road Kushalnagar, Coorg",,,Tax Consultants; Lawyers,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.105Z
Goyal & Associates,G,,,"8 Main Market, Chikmagalur",,,Registration Consultants,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.105Z
Goyal & Associates,G,,,"23 Main Market, Tumkur",,,Registration Consultants,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.105Z
Padmanabha V & Associates,P,,,"Main Road Lokanayakanagara, Mysore",,,GST Return; TDS Return; Income Tax Return,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.105Z
Perfect Perfessionals,P,,,"9th Cross Gokulam 3rd Stage, Mysore",,,Accounting,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.105Z
Benaka Groups,+,,,"Chennaiah Road Janatha Nagar, Mysore",,,Estate Agents For Residential Rental; Real Estate Agents,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.105Z
MS Legal Associates,M,,,"Bava Road Mysore Ho, Mysore",,,Licence,false,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.105Z
Yellow Books,Y,,,"16th Main Saraswathipuram, Mysore",,,NOC; Licence; Accounting,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.105Z
Mithra Law Associates,M,,,"Nrupatunga Road Kuvempunagar, Mysore",,,Lawyers; Registration Consultants,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.105Z
M N Dharnivenkatesh,M,,,"KT Street, Mysore",,,Property Registration Consultants; Registration Consultants,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.105Z
Unique Property Management Services,+,,,"Ali Miyan Road Rajivnagar, Mysore",,,Property Consultants; Lawyers,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.105Z
pruthvi law associate,p,,,"Chamaraja Double Road Kr Mohalla, Mysore",,,Public Notary,true,false,false,false,false,Registration Consultants,Hassan,2025-05-26T12:56:25.105Z
