name,initial,rating,totalRatings,address,distance,phone,tags,hasWhatsApp,hasEnquiry,isTrusted,isVerified,isPopular,category,city,timestamp
Sagar Studio,+,3.9,14 Ratings,"Main Road Maharaj Park Road, Hassan",,"8980747510 , 9714561410 ",Videography,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.001Z
Sagarstudio,+,3.9,14 Ratings,"C Road Maharaj Park Road, Hassan",,"8980747510 , 9714561410 ",Videography,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.001Z
Tharangini Digital Studio,+,4.1,13 Ratings,"26th Cross Kuvempu Nagar, Hassan",,9945841313,Videography,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.001Z
Sri Ganga Digital Studio,+,3.8,14 Ratings,"Mg Road Vidyanagar Hassan, Hassan",,9448997143,Videography,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.001Z
Pragathi Studio,+,4.6,10 Ratings,"Rangolihalla Hassan City, Hassan",,8172262038,Photographers; Photo Studios,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.001Z
Creative Photo Zone,+,4.7,8 Ratings,"Channarayapatna, Hassan",,9741273006,Photographers; Wedding Photographers,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.001Z
Kushal Digital,+,4.6,8 Ratings,"Kasturba Road Hassan, Hassan",,9986226862,Photographers; Wedding Photographers,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.001Z
Giri Studio,+,4.4,8 Ratings,"Kasthurba RoaD Subhash Square, Hassan",,9448256414,Videography,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.001Z
Giri Studio (Ni),+,4.4,8 Ratings,"Beedi Kasturba Road Hassan, Hassan",,9448256414,Candid Wedding Photographers; Photographers,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.001Z
Jenushree Creations,J,4.9,7 Ratings,"Arakalagud Arkalgud, Hassan",,"9663069886 , 9972854070 ",Photographers; Photo Studios,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.002Z
Shivu Event Organiser,+,4.7,7 Ratings,"23  Rd Cross Kuvempu Nagar, Hassan",,8496841044,Event Organisers; Birthday Party Decorators,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:37.002Z
Prashanth Photography,+,4.1,7 Ratings,"Channarayapatna, Hassan",,9538258328,Photographers,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.002Z
Priyanka Studio,P,3.5,8 Ratings,"Road Vidya Nagar Hassan, Hassan",,9844427515,Videography,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.002Z
Deepu Photogrphy,D,4,7 Ratings,"Shankaripuram Shankaripuram, Hassan",,9538985339,Photographers; Photo Studios,FALSE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.002Z
Soorya Colour Lab,S,4.3,6 Ratings,"Rangoli Halla Rangoli Halla, Hassan",,,Photographers; Photo Studios,FALSE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.002Z
Kiran Candid Photography,+,4.2,6 Ratings,"Yellama Temple Hassan HO, Hassan",,9743122989,Videography,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.002Z
Sambram Digital Studio,+,5,5 Ratings,"Koppal Road KR Puram Hassan, Hassan",,9448743003,Digital Photographers; Photographers,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.002Z
Soorya Colour Lab,S,4.8,5 Ratings,"Temple Hassan Ho, Hassan",,,Videography,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.002Z
SPH photography,+,4.6,5 Ratings,"Channarayapatna, Hassan",,"9844775147 , 9663432595",Photographers; Photo Studios,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.002Z
Tejas Photography,T,4.6,5 Ratings,"Rangoli Halla, Hassan",,,Photographers; Photo Studios,FALSE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.002Z
Swathi Digital Studio,S,5,4 Ratings,"BM Road Channarayapatna, Hassan",,9972510512,Videography,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:37.002Z
See Shot Photography,S,5,4 Ratings,"Dental College Road Vidhya Nagar, Hassan",,8088321921,Videography,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.003Z
Ekadantha Digitals,+,4.5,4 Ratings,"B H Road Arsikere, Hassan",,9944743371,Videography,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.003Z
Mynaa Studio,+,4.5,4 Ratings,"Bm Road Channarayapatna, Hassan",,,Videography,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:37.003Z
Sln Digital Photography,S,4.5,4 Ratings,"Boovanahalli, Hassan",,9535207975,Delivery,FALSE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.003Z
Shri Hasanamba Digital Colour Lab,+,4.1,4 Ratings,"B M Road NR Circle, Hassan",,7353396608,Digital Photo Studios; Photographers,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.003Z
H S S Digital Studio,+,3.2,5 Ratings,"Road Channapatna Extension, Hassan",,9945581218,Videography,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.003Z
Shruthi Digital Studio,S,3.9,4 Ratings,"Main Road Shravanabelagola, Shravanabelagola",,9686424246,Photographers; Photo Studios,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.003Z
R G S Digital Studio And Video,+,4.8,3 Ratings,"7th Cross Kr Puram Hassan, Hassan",,9448237671,Videography,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.003Z
Jenushree Digital Studio,+,4.8,3 Ratings,"hn pura road chanpatna bipass, Hassan",,9448017282,Videography,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.003Z
Sk Event,+,4.7,3 Ratings,"Channarayapatna, Hassan",,,Videography,TRUE,TRUE,FALSE,FALSE,TRUE,Photographers,Hassan,2025-05-26T12:45:37.003Z
Sufi Creations,S,3.5,4 Ratings,"Vallabai Road Tippu Nagar, Hassan",,"8277776225, 9591837867",Videography,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.003Z
Creative Captures,C,4.3,3 Ratings,"Tiptur Channarayapatna Road, Hassan",,"6304735303 , 9160997000",Photographers,FALSE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.003Z
Shruthi Digital Prints,S,4.3,3 Ratings,"Ravindra Nagar Hassan, Hassan",,9449677038,Photographers; Photo Studios,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.003Z
Photography And Videography,P,4.3,3 Ratings,"Athini, Hassan",,,Photographers,FALSE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.003Z
Chamundeshwari Studio,+,4.3,3 Ratings,"Arkalgud Taluk Keralapura, Hassan",,7676207167,Photographers; Photo Studios,FALSE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.003Z
Vasanth Digital,V,4.3,3 Ratings,"Ganesh Pendal Road Arsikere, Hassan",,,Photographers,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.004Z
Sri Ganga Graphics,+,4.3,3 Ratings,"Arasikere Panchanahalli Road, Hassan",,9845446089,Photographers,TRUE,TRUE,FALSE,FALSE,FALSE,Photographers,Hassan,2025-05-26T12:45:37.004Z
